유형명,용도명,수출국,원산지,품목,수출국,원산지,총수입건수,총수입중량(톤),총수입금액(천$),부적합건수,부적합중량(톤),부적합금액(천$),현품부재중량(톤),현품부재금액(천$)
,,,,냉동새우(닭새우),,,968,"1,612.79","38,506.66",11,6.53,67.96,0,0
,,,,"냉동새우(닭새우,자숙)",,,7,44.96,558.81,0,0,0,0,0
,,,,냉동새우(대하),,,29,151.94,764.19,1,0.33,1.87,0,0
,,,,냉동새우(도화새우),,,64,58.86,825.99,0,0,0,0,0
,,,,"냉동새우(도화새우, 자숙)",,,1,0.12,1.56,0,0,0,0,0
,,,,냉동새우(말새우),,,1,0.11,0.1,0,0,0,0,0
,,,,냉동새우(매미새우),,,1,0.05,0.51,0,0,0,0,0
,,,,"냉동새우(매미새우,자숙)",,,3,1.77,18.05,0,0,0,0,0
,,,,냉동새우(민물새우),,,"1,144","15,389.3","27,774.56",18,459.7,901.49,0,0
,,,,냉동새우(바나나새우),,,118,"1,130.54","11,290.53",4,146.05,"1,685.29",0,0
,,,,냉동새우(백새우),,,276,"1,994.82","10,529.78",3,2.85,22.56,0,0
,,,,냉동새우(벚꽃새우),,,1,0.24,5.36,0,0,0,0,0
,,,,냉동새우(보리새우),,,64,132.03,455.35,3,0.7,3.45,0,0
,,,,냉동새우(부채새우),,,443,430.15,"3,374.09",2,0.9,9.66,0,0
,,,,냉동새우(북쪽분홍새우),,,857,"14,771.85","56,524.71",7,34.8,120.76,0,0
,,,,"냉동새우(북쪽분홍새우,자숙)",,,967,"21,993.8","63,844.27",0,0,0,0,0
,,,,냉동새우(분홍새우),,,128,"1,468.19","4,901.41",0,0,0,0,0
,,,,냉동새우(산모양깔깔새우),,,3,21.33,25.92,0,0,0,0,0
,,,,냉동새우(새뱅이),,,18,130.18,181.77,0,0,0,0,0
,,,,"냉동새우(석모자주새우,자숙)",,,4,7.16,82.27,0,0,0,0,0
,,,,냉동새우(아르헨티나붉은새우),,,380,"6,170.59","45,558.93",1,2.93,23.86,0,0
,,,,"냉동새우(아르헨티나붉은새우,횟감)",,,13,115.64,905.29,0,0,0,0,0
,,,,냉동새우(자숙),,,74,955.03,"2,610.64",0,0,0,0,0
,,,,냉동새우(적새우),,,149,"1,884.08","9,241.05",1,22.63,109.75,0,0
,,,,냉동새우(젓새우),,,173,"3,211.63","4,734",14,283.74,276.65,0,0
,,,,"냉동새우(젓새우,자숙,횟감)",,,3,0.17,3.65,0,0,0,0,0
,,,,냉동새우(중하),,,54,309.56,"1,284.96",0,0,0,0,0
,,,,냉동새우(지중해토속새우),,,6,18.43,144.86,0,0,0,0,0
,,,,냉동새우(징거미새우),,,366,"4,114.62","5,000.13",10,72.64,101.04,0,0
,,,,냉동새우(참새우),,,2,13.82,140.47,0,0,0,0,0
,,,,냉동새우(철모새우),,,1,9.93,29.8,0,0,0,0,0
,,,,냉동새우(청새우),,,7,22.39,220.91,1,0.1,2.6,0,0
,,,,냉동새우(큰징거미새우),,,191,422.93,"2,648.36",5,7.73,28.14,0,0
,,,,냉동새우(파라다이스새우),,,2,2.29,25.8,0,0,0,0,0
,,,,"냉동새우(파라다이스새우,자숙)",,,2,6.93,51.87,0,0,0,0,0
,,,,냉동새우(펄닭새우),,,547,"1,581.83","13,519.98",3,11.06,109.41,0,0.03
,,,,"냉동새우(펄닭새우,자숙)",,,2,4.06,20.24,0,0,0,0,0
,,,,냉동새우(홍다리얼룩새우),,,"14,398","99,181.07","876,413.24",18,107.71,"1,037.91",0,0
,,,,"냉동새우(홍다리얼룩새우,자숙)",,,61,209.25,"1,959.91",0,0,0,0,0
,,,,냉동새우(흰다리새우),,,"14,499","188,359.64","1,241,210.27",53,753.58,"5,051.21",0,0
,,,,"냉동새우(흰다리새우, 자숙, 횟감)",,,1,4.22,97.99,0,0,0,0,0
,,,,"냉동새우(흰다리새우,구운)",,,2,5.32,25.83,0,0,0,0,0
,,,,"냉동새우(흰다리새우,자숙)",,,"2,140","20,605.12","134,953.18",4,19.41,139.37,0,0
,,,,냉동새우살,,,"4,183","48,798.97","195,693.45",13,89.01,353.05,0,0
,,,,냉동새우살(꽃새우),,,59,653.68,"2,719.97",0,0,0,0,0
,,,,"냉동새우살(꽃새우,자숙)",,,20,199.72,884.67,0,0,0,0,0
,,,,냉동새우살(네점발빨간새우),,,8,30.37,148.28,0,0,0,0,0
,,,,냉동새우살(닭새우),,,15,2.74,66.46,0,0,0,0,0
,,,,냉동새우살(대하),,,1,10.2,24.71,0,0,0,0,0
,,,,"냉동새우살(도화새우,포장횟감)",,,2,2.49,48.76,0,0,0,0,0
,,,,냉동새우살(민물새우),,,11,12.87,52.41,0,0,0,0,0
,,,,"냉동새우살(민새우,자숙)",,,5,43.19,219.33,0,0,0,0,0
,,,,냉동새우살(백새우),,,363,"2,408.36","14,721.82",2,7.07,64.77,0,0
,,,,"냉동새우살(백새우,자숙)",,,208,960.73,"7,029.37",2,16.1,68.8,0,0
,,,,냉동새우살(보리새우),,,5,68.02,628.89,0,0,0,0,0
,,,,"냉동새우살(보리새우,자숙)",,,1,0.5,7,0,0,0,0,0
,,,,"냉동새우살(보리새우,포장횟감)",,,3,0.84,18.81,0,0,0,0,0
,,,,냉동새우살(부채새우),,,373,259.97,"2,726.3",3,3.71,62.07,0,0
,,,,냉동새우살(북쪽분홍새우),,,40,246.01,"1,083.1",5,26.64,126.12,0,0
,,,,"냉동새우살(북쪽분홍새우,자숙)",,,236,"1,580.45","10,835.11",4,55.97,163.12,0,0
,,,,"냉동새우살(북쪽분홍새우,포장횟감)",,,184,138.69,"2,836.35",2,1.36,30.23,0,0
,,,,냉동새우살(분홍새우),,,136,972.37,"5,428.6",0,0,0,0,0
,,,,"냉동새우살(분홍새우,자숙)",,,117,527.36,"2,659.72",2,5.72,33.22,0,0
,,,,냉동새우살(아르헨티나붉은새우),,,120,774.96,"6,513.75",0,0,0,0,0
,,,,"냉동새우살(아르헨티나붉은새우,포장횟감)",,,46,126.06,"2,286.4",0,0,0,0,0
,,,,냉동새우살(자숙),,,"1,981","21,068.69","105,925.21",30,307.76,"1,301.81",0,0.04
,,,,"냉동새우살(자숙,포장횟감)",,,19,40.46,668.78,1,2.06,30.9,0,0
,,,,냉동새우살(적새우),,,"3,195","48,461.63","223,081.46",12,186.64,988.86,0,0
,,,,냉동새우살(중하),,,2,13.64,67.09,0,0,0,0,0
,,,,냉동새우살(큰징거미새우),,,118,356.18,"4,202.75",2,1.4,18.58,0,0
,,,,"냉동새우살(큰징거미새우,자숙)",,,1,3,34.3,0,0,0,0,0
,,,,냉동새우살(펄닭새우),,,6,5.12,44.44,0,0,0,0,0
,,,,냉동새우살(포장횟감),,,18,9.07,247.7,0,0,0,0,0
,,,,냉동새우살(홍다리얼룩새우),,,"5,981","28,430.17","253,925.58",5,12.77,125.79,0,0
,,,,"냉동새우살(홍다리얼룩새우, 포장횟감)",,,800,"2,058.93","25,801.56",8,23.4,264.02,0,0
,,,,"냉동새우살(홍다리얼룩새우,자숙)",,,"2,914","13,144.03","96,028.92",2,1.47,8.23,0,0.04
,,,,"냉동새우살(홍다리얼룩새우,자숙,포장횟감)",,,"1,641","2,999.45","50,450.97",23,39.78,516.66,0,0
,,,,냉동새우살(흰다리새우),,,"19,593","188,978.88","1,531,088.25",39,429.21,"2,981.07",0,0
,,,,"냉동새우살(흰다리새우,자숙)",,,"8,514","69,772.42","516,696.81",33,413.26,"2,367.32",0,0
,,,,"냉동새우살(흰다리새우,자숙,포장횟감)",,,"4,179","16,316.17","256,082.41",75,198.66,"2,472.36",0,0
,,,,"냉동새우살(흰다리새우,포장횟감)",,,"1,238","4,233.76","51,011.45",7,23.02,299.03,0,0
,,,,냉동새치(녹새치),,,"1,500","15,628.34","39,098.23",1,8.54,25.62,0,0
,,,,"냉동새치(녹새치,F)",,,127,524.85,"1,455.48",1,0.3,0.93,0,0
,,,,"냉동새치(녹새치,F,포장횟감)",,,12,12.06,198.18,0,0,0,0,0
,,,,"냉동새치(녹새치,F,횟감)",,,198,133.3,608.84,1,0.1,0.28,0,0
,,,,"냉동새치(녹새치,목살)",,,8,5.29,13.32,0,0,0,0,0
,,,,"냉동새치(녹새치,목살,횟감)",,,2,0.35,0.82,0,0,0,0,0
,,,,냉동새치(돛새치),,,"2,395","16,282.55","29,222.85",1,1.53,1.53,0,0
,,,,"냉동새치(돛새치,F)",,,35,173.7,369.47,0,0,0,0,0
,,,,"냉동새치(돛새치,F,횟감)",,,20,65.18,195,1,0.14,0.45,0,0
,,,,냉동새치(백새치),,,64,158.43,360.12,0,0,0,0,0
,,,,"냉동새치(백새치,F)",,,11,74.36,285.27,1,10.52,45.24,0,0
,,,,"냉동새치(백새치,F,횟감)",,,6,8.26,22.33,0,0,0,0,0
,,,,"냉동새치(백새치,목살)",,,1,0.44,0.19,0,0,0,0,0
,,,,냉동새치(짧은부리청새치),,,17,46.89,51.31,1,2.56,3.15,0,0
,,,,냉동새치(청새치),,,956,"3,395.13","8,904.9",4,11.69,29.59,0,0
,,,,"냉동새치(청새치,F)",,,40,54.17,144.8,0,0,0,0,0
,,,,"냉동새치(청새치,F,횟감)",,,34,25.27,87.68,2,0.94,4.15,0,0
,,,,"냉동새치(청새치,S,포장횟감)",,,1,0.11,0.55,0,0,0,0,0
,,,,냉동새치(황새치),,,"3,190","55,239.13","281,541.04",3,6.25,12.25,0,0
,,,,"냉동새치(황새치,F)",,,479,"2,646.92","24,358.63",1,0.54,6.28,0,0
,,,,"냉동새치(황새치,F,포장횟감)",,,94,255.01,"2,727.52",14,30.7,328.08,0,0
,,,,"냉동새치(황새치,F,횟감)",,,"2,416","4,681.59","64,928.53",30,43.55,586.48,0,0
,,,,"냉동새치(황새치,S,포장횟감)",,,4,4.09,46.21,0,0,0,0,0
,,,,"냉동새치(황새치,목살)",,,830,"1,887.04","4,591.82",15,10.76,41.95,0,0
,,,,"냉동새치(황새치,목살,횟감)",,,325,356.45,"1,120.1",7,12.51,33.05,0,0
,,,,냉동색줄멸,,,1,1.04,2.6,0,0,0,0,0
,,,,냉동샛멸,,,1,0.24,0.19,0,0,0,0,0
,,,,냉동샛멸(F),,,1,25,35,0,0,0,0,0
,,,,"냉동샛줄멸(F,포장횟감)",,,1,0.2,7.69,0,0,0,0,0
,,,,냉동서대,,,"5,059","41,849.07","141,017.3",0,0,0,0,0
,,,,냉동서대(F),,,17,11.81,45.25,0,0,0,0,0
,,,,냉동서대(개서대),,,21,161.93,566.78,0,0,0,0,0
,,,,냉동서대(솔레아종),,,375,"5,722.91","17,947.26",0,0,0,0,0
,,,,냉동서대(용서대),,,27,231.37,559.79,0,0,0,0,0
,,,,냉동서대(홍서대),,,760,"2,493.65","6,795.08",0,0,0,0,0
,,,,냉동선홍치,,,1,4,0.84,0,0,0,0,0
,,,,냉동선홍치(Plagiogeneion spp.),,,1,3.26,6.51,0,0,0,0,0
,,,,냉동선홍치(양초선홍치),,,9,3.27,3.82,0,0,0,0,0
,,,,"냉동선홍치(양초선홍치,F)",,,1,0.1,0.1,0,0,0,0,0
,,,,냉동성게(알),,,276,209.47,"2,745.12",1,1.4,7,0,0
,,,,"냉동성게(알,자숙)",,,3,1.32,17.5,0,0,0,0,0
,,,,"냉동성게(알,횟감)",,,95,63.84,"1,411.14",1,0.1,2.46,0,0
,,,,냉동성대,,,9,26.31,43.57,0,0,0,0,0
,,,,냉동성대(F),,,9,43.93,115.64,1,1.2,8.94,0,0
,,,,"냉동성대(S,포장횟감)",,,4,3.95,46.81,0,0,0,0,0
,,,,냉동소라,,,3,16.86,23.1,0,0,0,0,0
,,,,냉동소라(자숙),,,4,27,178.92,0,0,0,0,0
,,,,냉동소라살,,,32,336.39,"2,071.98",1,0.12,0.36,0,0
,,,,"냉동소라살(S,포장횟감)",,,25,32.98,546.41,2,2.43,24.37,0,0
,,,,"냉동소라살(뿔소라,자숙)",,,2,13.02,134.42,0,0,0,0,0
,,,,냉동소라살(자숙),,,74,715.03,"3,210.63",3,26.43,85.26,0,0
,,,,"냉동소라살(자숙,S,포장횟감)",,,2,0.34,5.54,1,0.19,3.11,0,0
,,,,냉동송사리,,,2,2.65,5.55,0,0,0,0,0
,,,,냉동송어,,,216,"4,012.29","19,025.32",1,2.64,2.38,0,0
,,,,냉동송어(F),,,12,87.17,359.8,0,0,0,0,0
,,,,"냉동송어(F,포장횟감)",,,19,46.87,549.44,0,0,0,0,0
,,,,"냉동송어(F,횟감)",,,1,0.06,0.23,0,0,0,0,0
,,,,"냉동송어(S,포장횟감)",,,264,541.96,"10,013.98",3,10.88,186.88,0,0
,,,,냉동송어(무지개송어),,,196,"4,054.32","22,742.22",0,0,0,0,0
,,,,냉동송어(훈제),,,2,10,89.46,0,0,0,0,0
,,,,"냉동송어(훈제,F)",,,2,3.68,32.24,0,0,0,0,0
,,,,"냉동송어(훈제,S,포장횟감)",,,4,1.16,10.71,0,0,0,0,0
,,,,냉동숭어,,,17,245.24,264.26,0,0,0,0,0
,,,,냉동숭어(F),,,4,21.88,66.04,0,0,0,0,0
,,,,"냉동숭어(F,포장횟감)",,,1,0.1,0.8,1,0.1,0.8,0,0
,,,,냉동숭어(파라다이스숭어),,,1,0.12,0.25,0,0,0,0,0
,,,,냉동시아멘시스,,,1,0.52,1.04,0,0,0,0,0
,,,,냉동쏘가리,,,50,87.96,319.57,0,0,0,0,0
,,,,냉동쑤기미,,,3,1.54,4.16,0,0,0,0,0
,,,,냉동아귀,,,"27,138","554,841.67","1,385,741.45",95,"1,479.68","3,971.9",0,0
,,,,냉동아귀(F),,,140,"1,328.42","3,800.7",1,16,27.2,0,0
,,,,"냉동아귀(S,포장횟감)",,,1,0.8,10,0,0,0,0,0
,,,,냉동아시안농어,,,1,13.1,58.95,0,0,0,0,0
,,,,냉동아시안농어(F),,,2,5.5,35.5,0,0,0,0,0
,,,,"냉동아시안농어(F,포장횟감)",,,2,3.14,30.9,0,0,0,0,0
,,,,냉동양미리,,,33,"1,271.71","1,010.2",0,0,0,0,0
,,,,냉동양태,,,"1,232","13,790.76","36,629.26",2,22.92,43.8,0,0
,,,,냉동양태(F),,,1,6.99,19.57,0,0,0,0,0
,,,,"냉동양태(돛양태,F)",,,2,8.5,19.54,0,0,0,0,0
,,,,냉동어란(가자미알),,,33,215.31,167.11,1,0.8,1.36,0,0
,,,,냉동어란(검정통삼치알),,,2,7.72,8.89,0,0,0,0,0
,,,,냉동어란(기름치알),,,4,2.47,22.02,0,0,0,0,0
,,,,냉동어란(꼬치고기알),,,1,1.11,1.11,0,0,0,0,0
,,,,"냉동어란(날치알,캐비아대용)",,,79,"1,177.67","9,102.33",0,0,0,0,0
,,,,냉동어란(남방대구알),,,49,814.97,"2,916.68",0,0,0,0,0
,,,,냉동어란(넙치알),,,38,71.07,37.99,0,0,0,0,0
,,,,냉동어란(눈다랑어알),,,41,138.41,246.65,0,0,0,0,0
,,,,냉동어란(뉴지부시돔알),,,1,0.98,2.64,0,0,0,0,0
,,,,냉동어란(다랑어알),,,18,106.63,266.62,1,10.13,40.72,0,0
,,,,냉동어란(달고기알),,,7,10.55,16.61,0,0,0,0,0
,,,,냉동어란(대구알),,,"1,672","15,749.35","38,586.45",1,5.56,11.12,0,0
,,,,냉동어란(만새기알),,,4,28.91,29.7,0,0,0,0,0
,,,,냉동어란(명란),,,"15,126","238,612.92","2,004,079.86",56,626.36,"1,229.86",0,0
,,,,"냉동어란(명란,가염)",,,4,35.79,204.08,0,0,0,0,0
,,,,"냉동어란(명란,자숙)",,,3,6.42,10.23,1,3.94,4.31,0,0
,,,,냉동어란(물메기알),,,1,6.16,4.5,0,0,0,0,0
,,,,냉동어란(민대구알),,,479,"3,882.35","13,147.9",3,19.8,23.93,0,0
,,,,냉동어란(민어알),,,1,3.2,12.8,0,0,0,0,0
,,,,"냉동어란(보리멸알, 캐비아대용)",,,1,20.2,45.73,0,0,0,0,0
,,,,냉동어란(부시돔알),,,6,18.02,35.92,0,0,0,0,0
,,,,냉동어란(붉은대구알),,,7,62.23,198.66,0,0,0,0,0
,,,,냉동어란(붉은메기알),,,17,42.75,50.98,0,0,0,0,0
,,,,냉동어란(블루화이팅알),,,18,246.97,873.13,0,0,0,0,0
,,,,"냉동어란(빙어알,캐비아대용)",,,5,86.18,363.65,1,1.08,7.26,0,0
,,,,냉동어란(상어알),,,4,5.66,4.1,0,0,0,0,0
,,,,냉동어란(새꼬리민태알),,,"1,044","15,869","41,527.02",1,0.06,0.27,0,0
,,,,냉동어란(샛돔류알),,,7,10.14,13.76,0,0,0,0,0
,,,,냉동어란(샛돔알),,,27,18.98,24.48,0,0,0,0,0
,,,,냉동어란(송어알),,,2,0.5,12.22,0,0,0,0,0
,,,,냉동어란(숭어알),,,1,0.01,0.7,0,0,0,0,0
,,,,냉동어란(아귀알),,,1,6.7,3.45,0,0,0,0,0
,,,,냉동어란(연어알),,,67,403.2,"8,438.87",1,4.3,4.44,0,0
,,,,"냉동어란(연어알,캐비아대용)",,,197,391.7,"4,461.91",2,0.42,19.06,0,0
,,,,"냉동어란(연어알,횟감,캐비아대용)",,,24,3.97,165.62,0,0,0,0,0
,,,,냉동어란(열빙어알),,,10,314.58,"1,726.8",0,0,0,0,0
,,,,"냉동어란(열빙어알,캐비아대용)",,,631,"21,121.37","100,216.36",0,0,0,0,0
,,,,냉동어란(은대구알),,,1,5.91,14.78,0,0,0,0,0
,,,,냉동어란(은민대구알),,,9,9.28,26.89,0,0,0,0,0
,,,,냉동어란(은샛돔알),,,32,45.46,126.4,0,0,0,0,0
,,,,냉동어란(참다랑어알),,,1,2.36,4.72,0,0,0,0,0
,,,,냉동어란(청어알),,,60,770.44,"1,605.65",1,3,5.4,0,0
,,,,"냉동어란(청어알,캐비아대용)",,,81,"2,285.74","8,594.71",0,0,0,0,0
,,,,냉동어란(파타고니아이빨고기알),,,1,1.05,1.58,0,0,0,0,0
,,,,냉동어란(해덕알),,,5,103.3,387.91,0,0,0,0,0
,,,,냉동어란(황다랑어알),,,48,105.89,213.4,0,0,0,0,0
,,,,냉동어란(회초리꼬리민태알),,,5,13.28,8.74,0,0,0,0,0
,,,,냉동어란(흑점샛돔알),,,7,9.72,22.25,0,0,0,0,0
,,,,냉동연어,,,654,"20,092.09","51,021.63",1,0.4,1.39,0,0
,,,,냉동연어(F),,,585,"2,884.18","15,840.08",0,0,0,0,0
,,,,"냉동연어(F,포장횟감)",,,44,167.84,"1,369.45",1,0.11,0.64,0,0
,,,,"냉동연어(F,훈제)",,,2,0.56,2.65,0,0,0,0,0
,,,,"냉동연어(S,포장횟감)",,,100,154.31,"2,600.58",0,0,0,0,0
,,,,"냉동연어(가염,구운,S)",,,2,0.58,10.3,0,0,0,0,0
,,,,"냉동연어(구운,S)",,,2,2.98,26.58,0,0,0,0,0
,,,,"냉동연어(구운,S,포장횟감)",,,39,34.55,558.2,2,7.88,48.72,0,0
,,,,냉동연어(대서양연어),,,"6,126","131,162.86","770,072.38",2,20.82,113.46,0,0
,,,,"냉동연어(대서양연어,F)",,,164,"1,736.82","13,841.62",0,0,0,0,0
,,,,"냉동연어(대서양연어,F,포장횟감)",,,37,540.07,"5,960.06",0,0,0,0,0
,,,,"냉동연어(대서양연어,F,횟감)",,,12,190.65,"2,220.19",0,0,0,0,0
,,,,"냉동연어(대서양연어,S)",,,2,11.57,59.72,0,0,0,0,0
,,,,"냉동연어(대서양연어,S,포장횟감)",,,168,448.34,"8,544.28",1,0.85,4.66,0,0
,,,,"냉동연어(대서양연어,목살)",,,5,30.07,46.49,0,0,0,0,0
,,,,"냉동연어(대서양연어,훈제,F,횟감)",,,1,0.64,12.93,0,0,0,0,0
,,,,"냉동연어(대서양연어,훈제,S,포장횟감)",,,4,0.91,19.99,0,0,0,0,0
,,,,냉동연어(태평양곱사연어),,,184,"13,963.55","28,023.08",0,0,0,0,0
,,,,"냉동연어(태평양곱사연어,F)",,,29,"1,107.29","4,761.93",0,0,0,0,0
,,,,냉동연어(태평양연어),,,369,"16,240.13","23,678.33",0,0,0,0,0
,,,,"냉동연어(태평양연어,목살)",,,4,27.88,38.18,0,0,0,0,0
,,,,냉동연어(태평양왕연어),,,12,32.49,85.57,0,0,0,0,0
,,,,"냉동연어(태평양왕연어,F)",,,13,16.75,184.4,0,0,0,0,0
,,,,"냉동연어(태평양왕연어,F,포장횟감)",,,2,0.44,2.62,0,0,0,0,0
,,,,냉동연어(태평양은연어),,,908,"21,638.71","125,539.92",1,0.1,2.36,0,0
,,,,"냉동연어(태평양은연어,F)",,,48,853.09,"8,199.18",0,0,0,0,0
,,,,"냉동연어(태평양은연어,F,포장횟감)",,,3,63.98,654.09,0,0,0,0,0
,,,,냉동연어(태평양홍연어),,,106,"1,421.29","8,344.02",0,0,0,0,0
,,,,"냉동연어(태평양홍연어,F)",,,80,143.26,"1,867.29",1,10.59,25.42,0,0
,,,,"냉동연어(태평양홍연어,F,포장횟감)",,,14,29.83,595.59,0,0,0,0,0
,,,,"냉동연어(태평양홍연어,F,횟감)",,,2,88.63,683.43,0,0,0,0,0
,,,,"냉동연어(태평양홍연어,S)",,,1,4.33,38.98,0,0,0,0,0
,,,,"냉동연어(태평양홍연어,목살)",,,6,43.38,81.58,0,0,0,0,0
,,,,"냉동연어(태평양홍연어,훈제,S,포장횟감)",,,1,0.1,2.47,0,0,0,0,0
,,,,냉동연어(패티),,,1,0.03,0.03,0,0,0,0,0
,,,,냉동연어(훈제),,,8,23.25,304.37,2,1.02,13.09,0,0
,,,,"냉동연어(훈제,F,포장횟감)",,,70,105.99,899.33,4,16.6,108.01,0,0
,,,,"냉동연어(훈제,S,포장횟감)",,,42,29.07,493.2,0,0,0,0,0
,,,,냉동오렌지퍼치,,,17,134.64,72.49,0,0,0,0,0
,,,,냉동오분자기,,,116,202.99,"1,409.29",0,0,0,0,0
,,,,냉동오분자기(자숙),,,1,0.11,2.18,0,0,0,0,0
,,,,냉동오분자기살(자숙),,,4,1.71,17.31,0,0,0,0,0
,,,,냉동오징어,,,"3,886","229,064.24","437,846.72",10,263.79,889.55,0,0
,,,,냉동오징어(S),,,489,"7,423.05","11,945.3",0,0,0,0,0
,,,,"냉동오징어(S,포장횟감)",,,339,"1,133.63","10,181.45",3,0.94,10.65,0,0
,,,,냉동오징어(구운),,,2,0.58,2.5,0,0,0,0,0
,,,,"냉동오징어(구운,포장횟감)",,,12,32.05,279.9,0,0,0,0,0
,,,,냉동오징어(난포선),,,404,"3,473.75","6,676.37",0,0,0,0,0
,,,,"냉동오징어(난포선,알포함)",,,19,399.46,643.03,0,0,0,0,0
,,,,냉동오징어(넓적창오징어),,,4,358.46,415.64,0,0,0,0,0
,,,,냉동오징어(다리),,,"7,840","146,380.43","165,539.41",3,2.94,7.46,0,0
,,,,"냉동오징어(다리,자숙)",,,427,"8,516.43","15,215.02",1,0.94,0.94,0,0
,,,,냉동오징어(동체),,,"7,813","170,711.65","258,008.05",5,139.11,218.66,3.3,2.24
,,,,"냉동오징어(동체,자숙)",,,"7,253","171,233.92","577,678.48",3,24,24.3,0,0
,,,,"냉동오징어(동체,포장횟감)",,,31,911.31,"1,736.48",1,0.1,1.09,0,0
,,,,냉동오징어(머리살),,,5,54.48,47.48,0,0,0,0,0
,,,,"냉동오징어(머리살,자숙)",,,3,3.8,1.62,0,0,0,0,0
,,,,냉동오징어(반딧불오징어),,,3,28.97,84.09,0,0,0,0,0
,,,,냉동오징어(반원니오징어),,,2,9.22,37.56,0,0,0,0,0
,,,,냉동오징어(알),,,3,3.96,7.45,1,0.5,1.57,0,0
,,,,냉동오징어(입살),,,12,53.32,29.91,0,0,0,0,0
,,,,냉동오징어(자숙),,,165,"3,657.34","6,096.52",0,0,0,0,0
,,,,"냉동오징어(자숙,S)",,,1,5,11.5,0,0,0,0,0
,,,,"냉동오징어(자숙,S,포장횟감)",,,7,23.13,161.61,0,0,0,0,0
,,,,"냉동오징어(자숙,포장횟감)",,,3,4.39,57.84,0,0,0,0,0
,,,,냉동오징어(지느러미),,,"8,553","169,682.66","192,051.07",10,167.28,236.65,0,0
,,,,"냉동오징어(지느러미,자숙)",,,925,"20,835.62","33,871.3",1,4.4,4.42,0,0
,,,,"냉동오징어(키오징어,동체)",,,1,0.01,0.1,0,0,0,0,0
,,,,냉동오징어(화살오징어),,,"1,563","17,374.16","44,193.71",2,12.58,30.57,0,0
,,,,"냉동오징어(화살오징어,S)",,,64,300.19,"1,050.21",0,0,0,0,0
,,,,"냉동오징어(화살오징어,S,포장횟감)",,,"2,107","6,199.9","67,750.5",19,71.62,424.54,0,0
,,,,"냉동오징어(화살오징어,다리)",,,298,660.59,"1,252.76",1,7.32,3.66,0,0
,,,,"냉동오징어(화살오징어,다리,자숙,포장횟감)",,,8,4.31,35.58,0,0,0,0,0
,,,,"냉동오징어(화살오징어,다리,포장횟감)",,,626,520.54,"4,079.01",7,4.13,26.11,0,0
,,,,"냉동오징어(화살오징어,동체)",,,614,"2,724.48","10,429.58",2,1.11,3.53,0,0
,,,,"냉동오징어(화살오징어,동체,자숙)",,,3,7.58,26.97,0,0,0,0,0
,,,,"냉동오징어(화살오징어,동체,자숙,포장횟감)",,,93,178.04,"2,963.99",0,0,0,0,0
,,,,"냉동오징어(화살오징어,동체,포장횟감)",,,206,428.76,"5,672.19",3,9.2,41.41,0,0
,,,,"냉동오징어(화살오징어,동체,횟감)",,,26,117.11,494.54,7,22.46,80.33,0,0
,,,,"냉동오징어(화살오징어,입살)",,,1,6.82,6.82,0,0,0,0,0
,,,,"냉동오징어(화살오징어,자숙)",,,4,3.65,9.43,0,0,0,0,0
,,,,"냉동오징어(화살오징어,지느러미)",,,92,186.77,279.15,2,5.03,10.21,0,0
,,,,"냉동오징어(화살오징어,지느러미,포장횟감)",,,3,0.72,4.24,0,0,0,0,0
,,,,"냉동오징어(화살오징어,포장횟감)",,,117,198.29,"2,034.79",1,0.26,2.81,0,0
,,,,"냉동오징어(흰오징어,S,포장횟감)",,,10,7.21,70.12,0,0,0,0,0
,,,,"냉동오징어(흰오징어,다리,포장횟감)",,,6,2.46,25.59,0,0,0,0,0
,,,,냉동왕우렁이살(자숙),,,1,1.38,3.88,0,0,0,0,0
,,,,냉동우럭(구실우럭),,,1,0.05,0.34,0,0,0,0,0
,,,,"냉동우럭(구실우럭,F)",,,3,0.91,5.96,1,0.11,0.85,0,0
,,,,냉동우렁쉥이,,,15,98.91,285.2,1,5.62,12.35,0,0
,,,,냉동우렁쉥이살,,,143,"1,129.43","3,076.3",1,1.8,1.8,0,0
,,,,냉동우렁쉥이살(포장횟감),,,49,555.37,"1,791.45",3,34.24,130.54,0,0
,,,,냉동우렁쉥이살(횟감),,,59,699.89,"3,125.68",0,0,0,0,0
,,,,냉동웅어,,,1,1.23,24.12,0,0,0,0,0
,,,,냉동은어,,,4,0.95,4.28,0,0,0,0,0
,,,,냉동임연수어,,,"3,901","362,318.5","549,631.45",1,8.91,2.32,0,0
,,,,냉동임연수어(F),,,222,"2,884.95","11,048.83",0,0,0,0,0
,,,,"냉동임연수어(가염,F)",,,1,20,68,0,0,0,0,0
,,,,냉동잉어,,,470,"1,617.31","2,886.2",0,0,0,0,0
,,,,냉동잉어(garra잉어),,,2,1.08,2.79,0,0,0,0,0
,,,,냉동잉어(모라카플렛잉어),,,5,3.07,10.6,0,0,0,0,0
,,,,냉동잉어(미리갈잉어),,,3,1.38,3.36,0,0,0,0,0
,,,,냉동잉어(미얀마잉어),,,12,13.05,32.93,0,0,0,0,0
,,,,냉동잉어(카틀라잉어),,,80,149.56,271.74,1,0.9,0.9,0,0
,,,,냉동자라,,,2,0.33,4.24,0,0,0,0,0
,,,,냉동자라(탈갑),,,6,3.65,45.66,1,0.94,10.06,0,0
